,Lat,Lon,SMS,SM1,SDS,SD1,,
11129,34.22867,-118.47251,2.204,1.054,1.469,0.703,,
11180,34.04771,-118.4754,2.204,1.226,1.469,0.817,,
11273,34.04837,-118.48992,2.204,1.225,1.47,0.817,,
3921,34.08957,-118.32594,2.205,1.202,1.47,0.802,,
4039,34.09158,-118.33129,2.205,1.221,1.47,0.814,,
5183,34.08456,-118.36347,2.205,1.227,1.47,0.818,,
5800,34.05742,-118.378,2.205,1.21,1.47,0.807,,
5861,34.05742,-118.37863,2.205,1.21,1.47,0.807,,
6539,34.05652,-118.39051,2.205,1.218,1.47,0.812,,
6552,34.05653,-118.39106,2.205,1.218,1.47,0.812,,
6570,34.05639,-118.39152,2.205,1.218,1.47,0.812,,
6586,34.05639,-118.39209,2.205,1.219,1.47,0.813,,
6644,34.05626,-118.39356,2.205,1.22,1.47,0.813,,
8630,34.0502,-118.43273,2.205,1.229,1.47,0.819,,
9600,34.04707,-118.45077,2.205,1.229,1.47,0.819,,
9742,34.22101,-118.45235,2.205,1.054,1.47,0.703,,
9877,34.22171,-118.45393,2.205,1.054,1.47,0.703,,
9921,34.22194,-118.4545,2.205,1.054,1.47,0.703,,
9980,34.22244,-118.45572,2.205,1.054,1.47,0.703,,
9994,34.22269,-118.45584,2.205,1.054,1.47,0.703,,
10057,34.04723,-118.45661,2.205,1.228,1.47,0.819,,
10064,34.04735,-118.45669,2.205,1.229,1.47,0.819,,
10074,34.19774,-118.45681,2.205,1.16,1.47,0.773,,
10096,34.19701,-118.45701,2.205,1.159,1.47,0.773,,
10098,34.1973,-118.45706,2.205,1.159,1.47,0.773,,
10099,34.19515,-118.45706,2.205,1.159,1.47,0.773,,
10122,34.04722,-118.45719,2.205,1.228,1.47,0.819,,
10131,34.04734,-118.45728,2.205,1.228,1.47,0.819,,
10181,34.18983,-118.45785,2.205,1.157,1.47,0.771,,
10187,34.18799,-118.45788,2.205,1.156,1.47,0.771,,
10203,34.0473,-118.45808,2.205,1.228,1.47,0.819,,
10672,34.04758,-118.46556,2.205,1.228,1.47,0.818,,
10823,34.04765,-118.46725,2.205,1.227,1.47,0.818,,
10836,34.04756,-118.46737,2.205,1.227,1.47,0.818,,
11126,34.22896,-118.47241,2.205,1.054,1.47,0.703,,
11179,34.04798,-118.47535,2.205,1.227,1.47,0.818,,
3697,34.05195,-118.32119,2.206,1.177,1.471,0.785,,
3919,34.09008,-118.32579,2.206,1.203,1.471,0.802,,
3958,34.08405,-118.32803,2.206,1.202,1.47,0.801,,
3959,34.08391,-118.32803,2.206,1.202,1.471,0.801,,
5277,34.1656,-118.36564,2.206,1.053,1.471,0.702,,
5321,34.16538,-118.36675,2.206,1.053,1.471,0.702,,
5429,34.08263,-118.36997,2.206,1.235,1.471,0.824,,
5767,34.05757,-118.3776,2.206,1.21,1.47,0.807,,
5912,34.05755,-118.37904,2.206,1.211,1.471,0.808,,
5981,34.05742,-118.37966,2.206,1.211,1.47,0.808,,
6569,34.05653,-118.39151,2.206,1.219,1.47,0.813,,
6602,34.05653,-118.39254,2.206,1.22,1.471,0.813,,
6646,34.05639,-118.39357,2.206,1.22,1.471,0.813,,
6675,34.05639,-118.39418,2.206,1.221,1.471,0.814,,
8362,34.21241,-118.42911,2.206,1.084,1.47,0.723,,
8484,34.05095,-118.43076,2.206,1.228,1.47,0.819,,
9557,34.04716,-118.45005,2.206,1.229,1.47,0.819,,
9566,34.04728,-118.45013,2.206,1.23,1.471,0.82,,
9605,34.04718,-118.45086,2.206,1.229,1.47,0.819,,
9607,34.04729,-118.45096,2.206,1.23,1.471,0.82,,
9939,34.2224,-118.45478,2.206,1.055,1.471,0.703,,
10069,34.1943,-118.45678,2.206,1.159,1.471,0.773,,
10072,34.04746,-118.4568,2.206,1.229,1.471,0.819,,
10132,34.04746,-118.45738,2.206,1.229,1.471,0.819,,
10155,34.18731,-118.45766,2.206,1.157,1.471,0.771,,
10169,34.18508,-118.45779,2.206,1.156,1.471,0.771,,
10173,34.18532,-118.4578,2.206,1.156,1.471,0.771,,
10185,34.18435,-118.45786,2.206,1.156,1.471,0.77,,
10190,34.18595,-118.45789,2.206,1.156,1.471,0.771,,
10200,34.18348,-118.45806,2.206,1.155,1.471,0.77,,
10312,34.15193,-118.46036,2.206,1.145,1.471,0.763,,
10664,34.04768,-118.46544,2.206,1.228,1.471,0.819,,
10816,34.04776,-118.46713,2.206,1.228,1.471,0.819,,
11039,34.22872,-118.47013,2.206,1.055,1.471,0.703,,
11059,34.22877,-118.47045,2.206,1.055,1.471,0.703,,
11094,34.2289,-118.47143,2.206,1.055,1.471,0.703,,
11124,34.22939,-118.47241,2.206,1.055,1.471,0.703,,
11125,34.22917,-118.47241,2.206,1.055,1.47,0.703,,
3749,34.05223,-118.32201,2.207,1.178,1.471,0.785,,
5859,34.05769,-118.37861,2.207,1.211,1.471,0.808,,
6213,34.05739,-118.38217,2.207,1.213,1.471,0.809,,
6538,34.05673,-118.39049,2.207,1.219,1.471,0.812,,
6551,34.0568,-118.39106,2.207,1.219,1.472,0.813,,
6645,34.05653,-118.39357,2.207,1.221,1.471,0.814,,
6674,34.05653,-118.39418,2.207,1.221,1.472,0.814,,
6874,34.16823,-118.39818,2.207,1.166,1.471,0.777,,
7238,34.18252,-118.40498,2.207,1.154,1.471,0.77,,
7614,34.19424,-118.41212,2.207,1.146,1.472,0.764,,
8131,34.05315,-118.42324,2.207,1.227,1.471,0.818,,
8472,34.05145,-118.43057,2.207,1.229,1.472,0.819,,
8620,34.05062,-118.43254,2.207,1.229,1.471,0.819,,
9478,34.0475,-118.44893,2.207,1.23,1.471,0.82,,
9617,34.0474,-118.45107,2.207,1.23,1.471,0.82,,
9835,34.22212,-118.45355,2.207,1.055,1.471,0.703,,
9935,34.22269,-118.45477,2.207,1.055,1.471,0.703,,
10029,34.04754,-118.45619,2.207,1.229,1.471,0.82,,
10042,34.19422,-118.45641,2.207,1.159,1.471,0.773,,
10083,34.04757,-118.45688,2.207,1.229,1.471,0.82,,
10145,34.04762,-118.45752,2.207,1.229,1.471,0.82,,
10163,34.18451,-118.45773,2.207,1.156,1.471,0.771,,
10242,34.17246,-118.45885,2.207,1.152,1.471,0.768,,
10260,34.16476,-118.45934,2.207,1.149,1.471,0.766,,
10263,34.04764,-118.45939,2.207,1.229,1.471,0.819,,
10288,34.15367,-118.4599,2.207,1.146,1.472,0.764,,
10297,34.15157,-118.46006,2.207,1.145,1.471,0.763,,
10300,34.15121,-118.46014,2.207,1.145,1.471,0.763,,
10304,34.15192,-118.4602,2.207,1.145,1.471,0.763,,
10652,34.04782,-118.46527,2.207,1.229,1.471,0.819,,
10800,34.04796,-118.46691,2.207,1.229,1.472,0.819,,
10805,34.04785,-118.46702,2.207,1.228,1.471,0.819,,
10871,34.04787,-118.46773,2.207,1.228,1.471,0.819,,
11098,34.22921,-118.47148,2.207,1.055,1.471,0.703,,
11123,34.22959,-118.4724,2.207,1.055,1.471,0.704,,
11164,34.04818,-118.47507,2.207,1.228,1.471,0.818,,
11529,34.24407,-118.53415,2.207,1.055,1.471,0.704,,
11541,34.24407,-118.53452,2.207,1.055,1.471,0.703,,
3692,34.05208,-118.32113,2.208,1.178,1.472,0.785,,
5771,34.16313,-118.37764,2.208,1.065,1.472,0.71,,
5978,34.05768,-118.37965,2.208,1.212,1.472,0.808,,
6212,34.05752,-118.38217,2.208,1.214,1.472,0.809,,
6530,34.05691,-118.39015,2.208,1.219,1.472,0.813,,
6630,34.05667,-118.39314,2.208,1.221,1.472,0.814,,
6649,34.05667,-118.39359,2.208,1.221,1.472,0.814,,
8062,34.0535,-118.42248,2.208,1.227,1.472,0.818,,
8399,34.05199,-118.42969,2.208,1.229,1.472,0.819,,
8476,34.05156,-118.43066,2.208,1.229,1.472,0.819,,
8573,34.05135,-118.4317,2.208,1.229,1.472,0.819,,
8663,34.05065,-118.43331,2.208,1.23,1.472,0.82,,
9529,34.04759,-118.44977,2.208,1.231,1.472,0.821,,
9826,34.04764,-118.45342,2.208,1.23,1.472,0.82,,
9870,34.2228,-118.4539,2.208,1.056,1.472,0.704,,
9871,34.22266,-118.4539,2.208,1.056,1.472,0.704,,
9938,34.22299,-118.45478,2.208,1.056,1.472,0.704,,
10003,34.22355,-118.45586,2.208,1.056,1.472,0.704,,
10016,34.04776,-118.45603,2.208,1.23,1.472,0.82,,
10021,34.19425,-118.45609,2.208,1.16,1.472,0.773,,
10067,34.18793,-118.45677,2.208,1.158,1.472,0.772,,
10068,34.18736,-118.45677,2.208,1.158,1.472,0.772,,
10089,34.04769,-118.45698,2.208,1.23,1.472,0.82,,
10110,34.04779,-118.45709,2.208,1.23,1.472,0.82,,
10115,34.1849,-118.4571,2.208,1.157,1.472,0.771,,
10130,34.18541,-118.45727,2.208,1.157,1.472,0.771,,
10219,34.04771,-118.45842,2.208,1.23,1.472,0.82,,
10543,34.04803,-118.46396,2.208,1.23,1.472,0.82,,
10561,34.04795,-118.4641,2.208,1.229,1.472,0.82,,
10594,34.04799,-118.46452,2.208,1.229,1.472,0.82,,
10688,34.04809,-118.46576,2.208,1.229,1.472,0.82,,
10786,34.04804,-118.46678,2.208,1.229,1.472,0.819,,
11013,34.22888,-118.46955,2.208,1.056,1.472,0.704,,
11040,34.22934,-118.47021,2.208,1.056,1.472,0.704,,
11128,34.23003,-118.4725,2.208,1.056,1.472,0.704,,
11841,34.25479,-118.58936,2.208,1.056,1.472,0.704,,
1014,34.03431,-118.27596,2.209,1.168,1.473,0.779,,
3915,34.0901,-118.32562,2.209,1.204,1.473,0.803,,
5033,34.16639,-118.3612,2.209,1.055,1.472,0.703,,
5977,34.05781,-118.37965,2.209,1.213,1.472,0.809,,
6123,34.05779,-118.38112,2.209,1.214,1.473,0.809,,
6173,34.05767,-118.38174,2.209,1.214,1.472,0.809,,
6210,34.05765,-118.38216,2.209,1.214,1.472,0.81,,
6266,34.05766,-118.38285,2.209,1.215,1.473,0.81,,
6585,34.05694,-118.39209,2.209,1.221,1.473,0.814,,
6853,34.167,-118.39745,2.209,1.165,1.472,0.777,,
6896,34.16925,-118.39889,2.209,1.167,1.472,0.778,,
7120,34.1795,-118.40363,2.209,1.158,1.473,0.772,,
8070,34.05367,-118.42257,2.209,1.227,1.473,0.818,,
8443,34.05196,-118.43018,2.209,1.229,1.473,0.819,,
8785,34.0505,-118.43548,2.209,1.231,1.473,0.821,,
9276,34.04878,-118.44309,2.209,1.231,1.472,0.821,,
9933,34.04788,-118.45475,2.209,1.231,1.473,0.821,,
9985,34.19362,-118.45577,2.209,1.16,1.473,0.773,,
10084,34.18334,-118.4569,2.209,1.157,1.473,0.771,,
10085,34.18541,-118.45692,2.209,1.157,1.472,0.771,,
10086,34.18391,-118.45693,2.209,1.157,1.473,0.771,,
10100,34.18236,-118.45706,2.209,1.156,1.473,0.771,,
10228,34.16455,-118.4586,2.209,1.15,1.473,0.767,,
10236,34.16459,-118.45875,2.209,1.15,1.473,0.767,,
10271,34.1518,-118.45956,2.209,1.146,1.473,0.764,,
10532,34.04814,-118.46386,2.209,1.23,1.473,0.82,,
10587,34.0481,-118.46444,2.209,1.23,1.473,0.82,,
10763,34.04824,-118.46655,2.209,1.23,1.473,0.82,,
10772,34.04814,-118.46666,2.209,1.229,1.472,0.82,,
10826,34.04825,-118.46726,2.209,1.23,1.473,0.82,,
11058,34.22962,-118.47043,2.209,1.056,1.473,0.704,,
11093,34.22985,-118.47143,2.209,1.056,1.472,0.704,,
11122,34.2303,-118.47236,2.209,1.057,1.473,0.704,,
11151,34.04846,-118.47448,2.209,1.229,1.472,0.819,,
11521,34.24455,-118.5338,2.209,1.056,1.472,0.704,,
11547,34.24493,-118.53484,2.209,1.057,1.473,0.704,,
11555,34.24492,-118.53549,2.209,1.056,1.473,0.704,,
1057,34.03507,-118.27732,2.21,1.169,1.473,0.779,,
3738,34.05248,-118.32185,2.21,1.18,1.473,0.786,,
3911,34.08957,-118.32554,2.21,1.204,1.474,0.803,,
4044,34.09172,-118.33131,2.21,1.224,1.473,0.816,,
5674,34.16351,-118.37546,2.21,1.064,1.473,0.709,,
5747,34.16316,-118.37716,2.21,1.066,1.473,0.71,,
5777,34.05815,-118.37769,2.21,1.212,1.473,0.808,,
5797,34.05807,-118.37798,2.21,1.212,1.473,0.808,,
5856,34.05807,-118.3786,2.21,1.213,1.473,0.809,,
5914,34.05806,-118.37905,2.21,1.213,1.473,0.809,,
5974,34.058,-118.37964,2.21,1.214,1.473,0.809,,
6211,34.05778,-118.38217,2.21,1.215,1.473,0.81,,
6892,34.16887,-118.39877,2.21,1.168,1.474,0.778,,
6950,34.17256,-118.40052,2.21,1.165,1.473,0.777,,
8135,34.0537,-118.42332,2.21,1.228,1.473,0.818,,
8323,34.05277,-118.42821,2.21,1.229,1.473,0.819,,
8440,34.05245,-118.43009,2.21,1.229,1.474,0.82,,
8731,34.05112,-118.43459,2.21,1.231,1.474,0.821,,
8746,34.05096,-118.43488,2.21,1.231,1.473,0.821,,
9869,34.22349,-118.4539,2.21,1.057,1.474,0.705,,
9920,34.04802,-118.45449,2.21,1.232,1.474,0.821,,
9942,34.22384,-118.4548,2.21,1.057,1.474,0.705,,
9969,34.22411,-118.45557,2.21,1.057,1.474,0.705,,
10010,34.18746,-118.45598,2.21,1.159,1.474,0.772,,
10017,34.22434,-118.45606,2.21,1.057,1.474,0.705,,
10022,34.18793,-118.45611,2.21,1.158,1.473,0.772,,
10028,34.18736,-118.45619,2.21,1.158,1.473,0.772,,
10031,34.18595,-118.45624,2.21,1.158,1.474,0.772,,
10032,34.18773,-118.45627,2.21,1.158,1.473,0.772,,
10037,34.18568,-118.45632,2.21,1.158,1.473,0.772,,
10052,34.18541,-118.45657,2.21,1.157,1.473,0.772,,
10053,34.185,-118.45657,2.21,1.157,1.473,0.772,,
10054,34.18289,-118.45658,2.21,1.157,1.474,0.771,,
10065,34.18293,-118.45673,2.21,1.157,1.473,0.771,,
10129,34.04802,-118.45726,2.21,1.231,1.473,0.821,,
10178,34.17283,-118.45782,2.21,1.153,1.473,0.769,,
10186,34.16972,-118.45786,2.21,1.152,1.474,0.768,,
10195,34.04813,-118.45797,2.21,1.231,1.474,0.821,,
10196,34.04813,-118.45797,2.21,1.231,1.474,0.821,,
10234,34.04804,-118.45873,2.21,1.231,1.473,0.821,,
10254,34.15109,-118.4592,2.21,1.146,1.474,0.764,,
10257,34.15176,-118.45925,2.21,1.146,1.473,0.764,,
10568,34.04833,-118.46415,2.21,1.231,1.474,0.82,,
10735,34.04842,-118.4663,2.21,1.231,1.474,0.82,,
10749,34.04833,-118.46644,2.21,1.23,1.473,0.82,,
10814,34.04836,-118.46711,2.21,1.23,1.473,0.82,,
10876,34.04844,-118.46778,2.21,1.23,1.473,0.82,,
11022,34.22986,-118.46985,2.21,1.057,1.473,0.705,,
11138,34.04857,-118.47311,2.21,1.229,1.473,0.82,,
5796,34.05821,-118.37798,2.211,1.213,1.474,0.809,,
5855,34.05821,-118.3786,2.211,1.213,1.474,0.809,,
6120,34.05799,-118.3811,2.211,1.215,1.474,0.81,,
6209,34.05791,-118.38216,2.211,1.215,1.474,0.81,,
6750,34.16458,-118.39554,2.211,1.16,1.474,0.773,,
6921,34.17024,-118.39955,2.211,1.167,1.474,0.778,,
8077,34.05421,-118.42271,2.211,1.228,1.474,0.819,,
8313,34.05312,-118.42795,2.211,1.229,1.474,0.819,,
8331,34.05298,-118.42838,2.211,1.229,1.474,0.819,,
8392,34.05276,-118.42956,2.211,1.229,1.474,0.82,,
8752,34.05108,-118.43499,2.211,1.231,1.474,0.821,,
9249,34.04922,-118.44269,2.211,1.233,1.474,0.822,,
9879,34.22362,-118.45394,2.211,1.057,1.474,0.705,,
9912,34.0481,-118.45436,2.211,1.232,1.474,0.821,,
9962,34.04811,-118.45544,2.211,1.232,1.474,0.821,,
9968,34.22441,-118.45557,2.211,1.058,1.474,0.705,,
9986,34.18736,-118.45578,2.211,1.159,1.474,0.773,,
10005,34.18595,-118.45591,2.211,1.158,1.474,0.772,,
10018,34.18596,-118.45607,2.211,1.158,1.474,0.772,,
10019,34.185,-118.45607,2.211,1.158,1.474,0.772,,
10033,34.18441,-118.45628,2.211,1.158,1.474,0.772,,
10040,34.18335,-118.4564,2.211,1.157,1.474,0.771,,
10161,34.16992,-118.4577,2.211,1.153,1.474,0.768,,
10201,34.04823,-118.45806,2.211,1.232,1.474,0.821,,
10245,34.15178,-118.4589,2.211,1.147,1.474,0.764,,
10246,34.04827,-118.45891,2.211,1.232,1.474,0.821,,
10502,34.04843,-118.4635,2.211,1.231,1.474,0.821,,
10597,34.04838,-118.4646,2.211,1.231,1.474,0.821,,
10724,34.04846,-118.46612,2.211,1.231,1.474,0.82,,
10793,34.0486,-118.46684,2.211,1.231,1.474,0.821,,
10950,34.0486,-118.46858,2.211,1.231,1.474,0.82,,
1381,34.039,-118.28515,2.212,1.17,1.475,0.78,,
3673,34.05246,-118.32094,2.212,1.18,1.474,0.787,,
3922,34.08828,-118.32594,2.212,1.205,1.475,0.804,,
5034,34.16625,-118.3612,2.212,1.056,1.475,0.704,,
5158,34.08498,-118.36301,2.212,1.23,1.475,0.82,,
5941,34.05833,-118.37931,2.212,1.215,1.475,0.81,,
5973,34.05832,-118.37964,2.212,1.215,1.475,0.81,,
6027,34.05819,-118.38007,2.212,1.215,1.474,0.81,,
6207,34.05804,-118.38215,2.212,1.216,1.474,0.811,,
8080,34.05437,-118.42273,2.212,1.228,1.475,0.819,,
8338,34.05324,-118.42864,2.212,1.229,1.475,0.82,,
9922,34.19367,-118.4545,2.212,1.161,1.475,0.774,,
9977,34.18432,-118.45566,2.212,1.158,1.475,0.772,,
10006,34.185,-118.45591,2.212,1.158,1.474,0.772,,
10007,34.18292,-118.45591,2.212,1.158,1.475,0.772,,
10011,34.18335,-118.45599,2.212,1.158,1.475,0.772,,
10116,34.17314,-118.4571,2.212,1.154,1.475,0.769,,
10138,34.17008,-118.45745,2.212,1.153,1.474,0.769,,
10151,34.04837,-118.45758,2.212,1.232,1.475,0.822,,
10211,34.04843,-118.45822,2.212,1.232,1.475,0.822,,
10227,34.04834,-118.45858,2.212,1.232,1.474,0.821,,
10249,34.04839,-118.459,2.212,1.232,1.475,0.821,,
10460,34.22772,-118.4628,2.212,1.058,1.475,0.706,,
10581,34.04855,-118.46434,2.212,1.231,1.474,0.821,,
10856,34.04871,-118.46757,2.212,1.231,1.475,0.821,,
10874,34.04865,-118.46777,2.212,1.231,1.474,0.821,,
10936,34.04878,-118.46837,2.212,1.231,1.475,0.821,,
11820,34.2557,-118.58767,2.212,1.058,1.475,0.705,,
4078,34.09172,-118.33185,2.213,1.226,1.475,0.817,,
5483,34.16422,-118.37125,2.213,1.059,1.475,0.706,,
5517,34.16396,-118.37257,2.213,1.061,1.475,0.707,,
5770,34.05852,-118.37763,2.213,1.214,1.475,0.809,,
5774,34.0627,-118.37766,2.213,1.23,1.476,0.82,,
5909,34.05844,-118.37901,2.213,1.215,1.475,0.81,,
6025,34.05832,-118.38006,2.213,1.215,1.475,0.81,,
6172,34.05819,-118.38173,2.213,1.216,1.475,0.811,,
6208,34.05819,-118.38216,2.213,1.217,1.475,0.811,,
6769,34.16458,-118.39571,2.213,1.162,1.475,0.774,,
6880,34.16806,-118.39844,2.213,1.169,1.475,0.779,,
7719,34.19616,-118.41408,2.213,1.147,1.475,0.765,,
8239,34.05406,-118.42592,2.213,1.229,1.475,0.819,,
8342,34.05337,-118.42873,2.213,1.23,1.475,0.82,,
8361,34.05349,-118.42902,2.213,1.23,1.476,0.82,,
8391,34.05321,-118.42954,2.213,1.23,1.475,0.82,,
8784,34.05153,-118.43548,2.213,1.232,1.475,0.821,,
8830,34.05147,-118.43638,2.213,1.232,1.476,0.821,,
8878,34.05101,-118.43711,2.213,1.232,1.475,0.822,,
8883,34.05113,-118.43719,2.213,1.232,1.475,0.822,,
9140,34.04985,-118.44048,2.213,1.234,1.475,0.822,,
9477,34.04836,-118.4489,2.213,1.233,1.475,0.822,,
9481,34.04843,-118.44906,2.213,1.234,1.475,0.823,,
9947,34.04848,-118.45489,2.213,1.233,1.476,0.822,,
9960,34.18594,-118.45541,2.213,1.159,1.475,0.773,,
9961,34.18335,-118.45541,2.213,1.158,1.476,0.772,,
10093,34.17148,-118.457,2.213,1.154,1.475,0.769,,
10105,34.16792,-118.45707,2.213,1.153,1.476,0.769,,
10107,34.16821,-118.45708,2.213,1.153,1.476,0.769,,
10179,34.16053,-118.45782,2.213,1.15,1.475,0.767,,
10218,34.0486,-118.45836,2.213,1.233,1.476,0.822,,
10221,34.15089,-118.45843,2.213,1.147,1.476,0.765,,
10286,34.04864,-118.45985,2.213,1.233,1.476,0.822,,
10565,34.04875,-118.46411,2.213,1.232,1.475,0.822,,
10629,34.04869,-118.46496,2.213,1.232,1.475,0.821,,
10675,34.22907,-118.4656,2.213,1.059,1.475,0.706,,
10676,34.22907,-118.4656,2.213,1.059,1.475,0.706,,
10677,34.22907,-118.4656,2.213,1.059,1.475,0.706,,
10678,34.22907,-118.4656,2.213,1.059,1.475,0.706,,
10854,34.04885,-118.46753,2.213,1.232,1.475,0.821,,
10926,34.04889,-118.46826,2.213,1.232,1.475,0.821,,
1879,34.04305,-118.2927,2.214,1.171,1.476,0.781,,
2189,34.04596,-118.29833,2.214,1.17,1.476,0.78,,
2874,34.04919,-118.30657,2.214,1.173,1.476,0.782,,
5182,34.16573,-118.36347,2.214,1.057,1.476,0.705,,
5971,34.05856,-118.37963,2.214,1.216,1.476,0.81,,
6024,34.0585,-118.38006,2.214,1.216,1.476,0.811,,
6206,34.05833,-118.38215,2.214,1.217,1.476,0.811,,
7298,34.22106,-118.40563,2.214,1.227,1.476,0.818,,
7356,34.22125,-118.40648,2.214,1.222,1.476,0.814,,
8173,34.05444,-118.4243,2.214,1.229,1.476,0.819,,
8214,34.05438,-118.42539,2.214,1.229,1.476,0.82,,
8305,34.05397,-118.42779,2.214,1.23,1.476,0.82,,
8349,34.05373,-118.42882,2.214,1.23,1.476,0.82,,
8429,34.21505,-118.43003,2.214,1.079,1.476,0.719,,
8847,34.0517,-118.4367,2.214,1.232,1.476,0.822,,
8866,34.05161,-118.43699,2.214,1.233,1.476,0.822,,
9294,34.04956,-118.44337,2.214,1.234,1.476,0.823,,
9682,34.22398,-118.45189,2.214,1.059,1.476,0.706,,
9848,34.0485,-118.45375,2.214,1.234,1.476,0.823,,
9924,34.18697,-118.45459,2.214,1.16,1.476,0.773,,
9937,34.22497,-118.45478,2.214,1.059,1.476,0.706,,
9956,34.18335,-118.45525,2.214,1.159,1.476,0.772,,
9959,34.18239,-118.45534,2.214,1.158,1.476,0.772,,
9987,34.22526,-118.45579,2.214,1.059,1.476,0.706,,
10094,34.16591,-118.457,2.214,1.153,1.476,0.768,,
10097,34.1654,-118.45703,2.214,1.152,1.476,0.768,,
10101,34.167,-118.45706,2.214,1.153,1.476,0.768,,
10125,34.16421,-118.45722,2.214,1.152,1.476,0.768,,
10139,34.16155,-118.45745,2.214,1.151,1.476,0.767,,
10156,34.15811,-118.45767,2.214,1.15,1.476,0.767,,
10170,34.04861,-118.45779,2.214,1.233,1.476,0.822,,
10174,34.15533,-118.4578,2.214,1.149,1.476,0.766,,
10191,34.04872,-118.45789,2.214,1.234,1.476,0.822,,
10217,34.15162,-118.45833,2.214,1.147,1.476,0.765,,
10223,34.04872,-118.45847,2.214,1.234,1.476,0.822,,
10381,34.2277,-118.46177,2.214,1.059,1.476,0.706,,
10535,34.04894,-118.46387,2.214,1.233,1.476,0.822,,
10551,34.04886,-118.46401,2.214,1.233,1.476,0.822,,
10674,34.04901,-118.46557,2.214,1.233,1.476,0.822,,
10742,34.04904,-118.46635,2.214,1.233,1.476,0.822,,
10980,34.04913,-118.46898,2.214,1.232,1.476,0.822,,
10995,34.23063,-118.46923,2.214,1.059,1.476,0.706,,
11102,34.23162,-118.47159,2.214,1.059,1.476,0.706,,
11916,34.25972,-118.59777,2.214,1.059,1.476,0.706,,
2703,34.04864,-118.30446,2.215,1.172,1.477,0.782,,
4056,34.09184,-118.33152,2.215,1.227,1.476,0.818,,
5035,34.16612,-118.3612,2.215,1.058,1.477,0.705,,
5050,34.16601,-118.36184,2.215,1.058,1.477,0.705,,
5496,34.16404,-118.37163,2.215,1.061,1.477,0.707,,
5789,34.0627,-118.3778,2.215,1.23,1.477,0.82,,
5795,34.05879,-118.37797,2.215,1.215,1.477,0.81,,
5831,34.05869,-118.37829,2.215,1.215,1.476,0.81,,
5911,34.05868,-118.37903,2.215,1.216,1.477,0.81,,
5970,34.05868,-118.37963,2.215,1.216,1.477,0.811,,
6175,34.05851,-118.38176,2.215,1.217,1.477,0.812,,
6191,34.07138,-118.38198,2.215,1.266,1.477,0.844,,
6881,34.16793,-118.39846,2.215,1.17,1.476,0.78,,
6917,34.16967,-118.3995,2.215,1.17,1.477,0.78,,
6953,34.17213,-118.40057,2.215,1.167,1.477,0.778,,
7186,34.05681,-118.40457,2.215,1.228,1.476,0.819,,
7616,34.19366,-118.41214,2.215,1.15,1.477,0.767,,
8263,34.05432,-118.42671,2.215,1.23,1.477,0.82,,
8531,34.05353,-118.43127,2.215,1.231,1.477,0.821,,
8800,34.0522,-118.43576,2.215,1.232,1.477,0.821,,
8826,34.05192,-118.43627,2.215,1.232,1.476,0.822,,
8862,34.05181,-118.43693,2.215,1.233,1.477,0.822,,
9187,34.05006,-118.44152,2.215,1.235,1.477,0.823,,
9326,34.22127,-118.44447,2.215,1.06,1.477,0.706,,
9331,34.04942,-118.44454,2.215,1.235,1.476,0.823,,
9335,34.22127,-118.44467,2.215,1.06,1.477,0.706,,
9342,34.22127,-118.44487,2.215,1.059,1.477,0.706,,
9348,34.22127,-118.44507,2.215,1.059,1.476,0.706,,
9678,34.22427,-118.45186,2.215,1.06,1.477,0.706,,
9868,34.22496,-118.4539,2.215,1.06,1.477,0.706,,
9927,34.18548,-118.45462,2.215,1.16,1.477,0.773,,
9944,34.22527,-118.45481,2.215,1.059,1.477,0.706,,
9951,34.18237,-118.45509,2.215,1.159,1.476,0.772,,
9993,34.22557,-118.45584,2.215,1.059,1.476,0.706,,
9999,34.22588,-118.45585,2.215,1.06,1.477,0.707,,
10102,34.16162,-118.45706,2.215,1.152,1.477,0.768,,
10103,34.16137,-118.45706,2.215,1.151,1.477,0.768,,
10104,34.16137,-118.45706,2.215,1.151,1.477,0.768,,
10109,34.16228,-118.45709,2.215,1.152,1.477,0.768,,
10134,34.16007,-118.45741,2.215,1.151,1.476,0.767,,
10168,34.15397,-118.45777,2.215,1.149,1.477,0.766,,
10188,34.15081,-118.45788,2.215,1.148,1.477,0.765,,
10267,34.04883,-118.45941,2.215,1.234,1.477,0.822,,
10296,34.04888,-118.46003,2.215,1.234,1.477,0.823,,
10328,34.22775,-118.46084,2.215,1.06,1.477,0.706,,
10592,34.04907,-118.46449,2.215,1.233,1.477,0.822,,
10666,34.04911,-118.46546,2.215,1.233,1.477,0.822,,
10973,34.04924,-118.46887,2.215,1.233,1.477,0.822,,
11057,34.2314,-118.4704,2.215,1.06,1.476,0.706,,
11103,34.23179,-118.47161,2.215,1.06,1.477,0.706,,
3756,34.05316,-118.32207,2.216,1.183,1.477,0.789,,
3899,34.08919,-118.32528,2.216,1.206,1.477,0.804,,
3947,34.0913,-118.32745,2.216,1.218,1.477,0.812,,
4009,34.09209,-118.33046,2.216,1.227,1.477,0.818,,
4019,34.09206,-118.33067,2.216,1.228,1.478,0.818,,
5099,34.08532,-118.36233,2.216,1.232,1.477,0.821,,
6864,34.16685,-118.39781,2.216,1.169,1.477,0.779,,
7329,34.2213,-118.40601,2.216,1.226,1.477,0.818,,
8589,34.05355,-118.43203,2.216,1.231,1.477,0.821,,
